arm_id,canonical_id,stage,origin,activated_at,status,relation,contract_hash,contract_exact_group_size,economic_fingerprint,economic_family_size,dispatch_path,entry_family,exit_family,entry_fingerprint,exit_fingerprint,execution_fingerprint,revision_equivalence_group,frozen_buys,frozen_positions,frozen_tokens,delta_decisions,delta_opportunities,delta_buys,delta_buy_opportunities,contaminations,entry_detail,exit_detail,execution_detail
experiment_narrative_control_v1,experiment_narrative_control_v1,146,frozen_map,2026-09-06T15:29:28.508111Z,active_with_buy,different_entry_same_exit,ce5ba841cb08cc9a,1,d9f7f21099f94c49,1,forward_pattern_isolated,evidence_extension_l0,pattern_cost_scaleout,d722eba8d2772d46,275dfb06b0dc59f2,9c77660c388d6fc6,,111,111,111,7583,7583,162,162,0,"{""dispatch"":{""contract"":null,""control"":null,""direction"":""continuation"",""mode"":""isolated_pattern_observer"",""path"":""forward_pattern_isolated""},""fields"":{""entry_family"":""evidence_extension_l0"",""entry_filter"":{""direction"":""continuation"",""max_age"":900,""max_price_ratio"":1.18,""min_buy_ratio"":0.5,""min_frames"":2,""min_liquidity_retention"":0.9,""min_price_ratio"":1.0,""min_span"":10,""min_trades"":4,""min_volume"":300,""min_volume_acceleration"":0.8},""entry_gate"":""bounded_pattern_observer_v1"",""entry_match_mode"":""isolated_pattern_observer"",""entry_revision_kind"":""evidence_extension_l0"",""no_historical_backfill"":true,""replacement_input_contract"":""existing_same_pool_l0_no_new_api/v1"",""required_inputs"":[""post_deployment_same_pool_l0_history"",""price_liquidity_volume_aggregate_transactions""]}}","{""exact_risk_alerts"":""shadow_only_no_trading_authority"",""exit_family"":""pattern_cost_scaleout"",""exit_mode"":""market_mark_pattern_scaleout"",""hard_stop_return"":-0.2,""max_hold_minutes"":15.0,""take_profit"":[{""fraction_of_remaining"":0.5,""return"":0.3},{""fraction_of_remaining"":1.0,""return"":0.8}],""trailing_activate_return"":0.3,""trailing_drawdown"":0.15}","{""_execution"":{""additional_fee_usd_each_fill"":0.0,""buy_slippage_bps"":400,""min_pool_liquidity_usd"":1000.0,""sell_slippage_bps"":400},""execution_profile"":""dexscreener-market-paper/v2-before-after""}"
vault_hazard_v1,vault_hazard_v1,147,frozen_map,2026-09-06T15:29:28.508111Z,active_with_buy,different_entry_same_exit,303fb52ec3483ba4,1,0d7cf6a9513ff66c,1,forward_pattern_isolated,vault_hazard,capital_exit_existing_v1,779366ba29d8c1ae,c7418769d9303aea,b403398f9e5ddb8c,,23,23,23,152,152,129,129,0,"{""dispatch"":{""contract"":null,""control"":null,""direction"":""vault_hazard"",""mode"":""isolated_pattern_observer"",""path"":""forward_pattern_isolated""},""fields"":{""entry_contract"":""strict_forward_asof_v1"",""entry_family"":""vault_hazard"",""entry_filter"":{""capital_exit_kind"":""vault_hazard"",""direction"":""vault_hazard""},""entry_gate"":""broad_start"",""entry_match_mode"":""isolated_pattern_observer"",""no_historical_backfill"":true,""required_inputs"":[""vault_hazard"",""asof_snapshot""]}}","{""capital_exit_kind"":""vault_hazard"",""capital_exit_policy"":{""extreme_red_effective_quote_change_ratio"":-0.35,""extreme_red_raw_quote_change_ratio"":-0.35,""maximum_confirmation_gap_seconds"":15.0,""maximum_frame_age_seconds"":15.0,""minimum_bad_frames"":2,""version"":""vault-hazard-exit/v1""},""capital_experiment"":true,""exit_family"":""capital_exit_existing_v1"",""hard_stop_return"":-0.2,""max_hold_minutes"":15.0,""take_profit"":[],""trailing_activate_return"":0.3,""trailing_drawdown"":0.15}","{""_execution"":{""additional_fee_usd_each_fill"":0.0,""buy_slippage_bps"":400,""min_pool_liquidity_usd"":1000.0,""sell_slippage_bps"":400},""execution_profile"":""dexscreener-market-paper/v2-before-after"",""notional_usd"":20.0}"
earn_the_hold_v1,earn_the_hold_v1,148,frozen_map,2026-09-06T15:29:28.508111Z,active_with_buy,different_entry_same_exit,8262f1ce8728730f,1,6a66a6ede2bfa06f,1,forward_pattern_isolated,earn_the_hold,capital_exit_existing_v1,4bb4614635389539,aaf6ffcf54cb204b,b403398f9e5ddb8c,,4,4,4,14,14,10,10,0,"{""dispatch"":{""contract"":null,""control"":null,""direction"":""earn_the_hold"",""mode"":""isolated_pattern_observer"",""path"":""forward_pattern_isolated""},""fields"":{""entry_contract"":""strict_forward_asof_v1"",""entry_family"":""earn_the_hold"",""entry_filter"":{""capital_exit_kind"":""earn_the_hold"",""direction"":""earn_the_hold""},""entry_gate"":""broad_start"",""entry_match_mode"":""isolated_pattern_observer"",""no_historical_backfill"":true,""required_inputs"":[""earn_the_hold"",""asof_snapshot""]}}","{""capital_exit_kind"":""earn_the_hold"",""capital_exit_policy"":{""maximum_frame_age_seconds"":15.0,""minimum_effective_depth_ratio"":0.9,""minimum_net_quote_flow_usd"":0.0,""minimum_position_value_ratio"":1.0,""minimum_price_return"":0.0,""review_deadline_seconds"":120.0,""review_start_seconds"":60.0,""version"":""earn-the-hold/v1""},""capital_experiment"":true,""exit_family"":""capital_exit_existing_v1"",""hard_stop_return"":-0.2,""max_hold_minutes"":15.0,""take_profit"":[],""trailing_activate_return"":0.3,""trailing_drawdown"":0.15}","{""_execution"":{""additional_fee_usd_each_fill"":0.0,""buy_slippage_bps"":400,""min_pool_liquidity_usd"":1000.0,""sell_slippage_bps"":400},""execution_profile"":""dexscreener-market-paper/v2-before-after"",""notional_usd"":20.0}"
failed_continuation_profit_lock_v1,failed_continuation_profit_lock_v1,149,frozen_map,2026-09-06T15:29:28.508111Z,active_with_buy,different_entry_same_exit,490e466b7bc5e59c,1,95a3b089c786303d,1,forward_pattern_isolated,failed_continuation_profit_lock,capital_exit_existing_v1,58d923a54e96a938,c169db628751af4c,b403398f9e5ddb8c,,4,4,4,14,14,10,10,0,"{""dispatch"":{""contract"":null,""control"":null,""direction"":""failed_continuation_profit_lock"",""mode"":""isolated_pattern_observer"",""path"":""forward_pattern_isolated""},""fields"":{""entry_contract"":""strict_forward_asof_v1"",""entry_family"":""failed_continuation_profit_lock"",""entry_filter"":{""capital_exit_kind"":""failed_continuation_profit_lock"",""direction"":""failed_continuation_profit_lock""},""entry_gate"":""broad_start"",""entry_match_mode"":""isolated_pattern_observer"",""no_historical_backfill"":true,""required_inputs"":[""failed_continuation_profit_lock"",""asof_snapshot""]}}","{""capital_exit_kind"":""failed_continuation_profit_lock"",""capital_exit_policy"":{""maximum_breadth_change_ratio"":-0.25,""maximum_depth_change_ratio"":-0.1,""maximum_frame_age_seconds"":15.0,""maximum_liquidity_change_ratio"":-0.15,""minimum_bad_frames"":2,""minimum_positive_economic_return"":0.0,""version"":""failed-continuation-profit-lock/v1""},""capital_experiment"":true,""exit_family"":""capital_exit_existing_v1"",""hard_stop_return"":-0.2,""max_hold_minutes"":240.0,""take_profit"":[{""fraction_of_remaining"":0.5,""return"":1.0}],""trailing_activate_return"":1.0,""trailing_drawdown"":0.15}","{""_execution"":{""additional_fee_usd_each_fill"":0.0,""buy_slippage_bps"":400,""min_pool_liquidity_usd"":1000.0,""sell_slippage_bps"":400},""execution_profile"":""dexscreener-market-paper/v2-before-after"",""notional_usd"":20.0}"
wave_reset_reentry_v1,wave_reset_reentry_v1,150,frozen_map,2026-09-06T15:29:28.508111Z,active_with_buy,different_entry_same_exit,3b6f09352e07b7b2,1,a595b55ea54ff07e,1,forward_pattern_isolated,wave_reset_reentry,capital_exit_existing_v1,a6ff63639ab280f0,cb23b87492da7854,b403398f9e5ddb8c,,2,2,2,41,41,39,39,0,"{""dispatch"":{""contract"":null,""control"":null,""direction"":""wave_reset_reentry"",""mode"":""isolated_pattern_observer"",""path"":""forward_pattern_isolated""},""fields"":{""entry_contract"":""strict_forward_asof_v1"",""entry_family"":""wave_reset_reentry"",""entry_filter"":{""direction"":""wave_reset_reentry"",""max_gap_seconds"":14400,""min_gap_seconds"":600},""entry_gate"":""broad_start"",""entry_match_mode"":""isolated_pattern_observer"",""no_historical_backfill"":true,""required_inputs"":[""wave_reset_reentry"",""asof_snapshot""]}}","{""capital_exit_policy"":{},""capital_experiment"":true,""exit_family"":""capital_exit_existing_v1"",""hard_stop_return"":-0.2,""max_hold_minutes"":15.0,""take_profit"":[],""trailing_activate_return"":0.3,""trailing_drawdown"":0.15}","{""_execution"":{""additional_fee_usd_each_fill"":0.0,""buy_slippage_bps"":400,""min_pool_liquidity_usd"":1000.0,""sell_slippage_bps"":400},""execution_profile"":""dexscreener-market-paper/v2-before-after"",""notional_usd"":20.0}"
migration_absorption_v1,migration_absorption_v1,151,frozen_map,2026-09-06T15:29:28.508111Z,active_with_buy,different_entry_same_exit,852c940248d00830,1,3ce7bb1b623fd469,1,forward_pattern_isolated,migration_absorption,capital_exit_existing_v1,af1036cec1a542a7,cb23b87492da7854,b403398f9e5ddb8c,,0,0,0,5,5,5,5,0,"{""dispatch"":{""contract"":null,""control"":null,""direction"":""migration_absorption"",""mode"":""isolated_pattern_observer"",""path"":""forward_pattern_isolated""},""fields"":{""entry_contract"":""strict_forward_asof_v1"",""entry_family"":""migration_absorption"",""entry_filter"":{""direction"":""migration_absorption"",""min_absorption_frames"":2},""entry_gate"":""broad_start"",""entry_match_mode"":""isolated_pattern_observer"",""no_historical_backfill"":true,""required_inputs"":[""migration_absorption"",""asof_snapshot""]}}","{""capital_exit_policy"":{},""capital_experiment"":true,""exit_family"":""capital_exit_existing_v1"",""hard_stop_return"":-0.2,""max_hold_minutes"":15.0,""take_profit"":[],""trailing_activate_return"":0.3,""trailing_drawdown"":0.15}","{""_execution"":{""additional_fee_usd_each_fill"":0.0,""buy_slippage_bps"":400,""min_pool_liquidity_usd"":1000.0,""sell_slippage_bps"":400},""execution_profile"":""dexscreener-market-paper/v2-before-after"",""notional_usd"":20.0}"
executable_recovery_decay_v1,executable_recovery_decay_v1,152,frozen_map,2026-09-06T15:29:28.508111Z,active_with_buy,distinct,dba862f72099fb01,1,cb16f6c70c6012c4,1,forward_pattern_isolated,executable_recovery_decay,capital_exit_existing_v1,ac004a815a6c38ef,2df81190476677f6,b403398f9e5ddb8c,,23,23,23,152,152,129,129,0,"{""dispatch"":{""contract"":null,""control"":null,""direction"":""executable_recovery_decay"",""mode"":""isolated_pattern_observer"",""path"":""forward_pattern_isolated""},""fields"":{""entry_contract"":""strict_forward_asof_v1"",""entry_family"":""executable_recovery_decay"",""entry_filter"":{""capital_exit_kind"":""executable_recovery_decay"",""direction"":""executable_recovery_decay""},""entry_gate"":""broad_start"",""entry_match_mode"":""isolated_pattern_observer"",""no_historical_backfill"":true,""required_inputs"":[""executable_recovery_decay"",""asof_snapshot""]}}","{""capital_exit_kind"":""executable_recovery_decay"",""capital_exit_policy"":{""arm_recovery_ratio"":1.4,""drawdown_from_running_high"":0.15,""maximum_frame_age_seconds"":15.0,""version"":""executable-recovery-decay/v1""},""capital_experiment"":true,""exit_family"":""capital_exit_existing_v1"",""hard_stop_return"":-0.2,""max_hold_minutes"":15.0,""take_profit"":[],""trailing_activate_return"":0.3,""trailing_drawdown"":0.15}","{""_execution"":{""additional_fee_usd_each_fill"":0.0,""buy_slippage_bps"":400,""min_pool_liquidity_usd"":1000.0,""sell_slippage_bps"":400},""execution_profile"":""dexscreener-market-paper/v2-before-after"",""notional_usd"":20.0}"
capital_velocity_v1,capital_velocity_v1,153,frozen_map,2026-09-06T15:29:28.508111Z,active_with_buy,different_entry_same_exit,02efc4a2936367af,1,a0e503279cbea853,1,forward_pattern_isolated,evidence_extension_l0,capital_exit_existing_v1,b888fc0ff43d976c,cb23b87492da7854,b403398f9e5ddb8c,,10,10,10,87,87,77,77,0,"{""dispatch"":{""contract"":null,""control"":null,""direction"":""continuation"",""mode"":""isolated_pattern_observer"",""path"":""forward_pattern_isolated""},""fields"":{""entry_contract"":""strict_forward_asof_v1"",""entry_family"":""evidence_extension_l0"",""entry_filter"":{""direction"":""continuation"",""max_age"":3600,""max_price_ratio"":1.18,""min_buy_ratio"":0.55,""min_frames"":2,""min_liquidity_retention"":0.9,""min_price_ratio"":1.0,""min_span"":10,""min_trades"":8,""min_volume"":1000,""min_volume_acceleration"":1.5},""entry_gate"":""broad_start"",""entry_match_mode"":""isolated_pattern_observer"",""entry_revision_kind"":""evidence_extension_l0"",""no_historical_backfill"":true,""replacement_input_contract"":""existing_same_pool_l0_no_new_api/v1"",""required_inputs"":[""post_deployment_same_pool_l0_history"",""price_liquidity_volume_aggregate_transactions""]}}","{""capital_exit_policy"":{},""capital_experiment"":true,""exit_family"":""capital_exit_existing_v1"",""hard_stop_return"":-0.2,""max_hold_minutes"":15.0,""take_profit"":[],""trailing_activate_return"":0.3,""trailing_drawdown"":0.15}","{""_execution"":{""additional_fee_usd_each_fill"":0.0,""buy_slippage_bps"":400,""min_pool_liquidity_usd"":1000.0,""sell_slippage_bps"":400},""execution_profile"":""dexscreener-market-paper/v2-before-after"",""notional_usd"":20.0}"
effective_breadth_v1,effective_breadth_v1,154,frozen_map,2026-09-06T15:29:28.508111Z,active_with_buy,different_entry_same_exit,1bf66e598dd04c97,1,fa7cf0aa0b8e6099,1,forward_pattern_isolated,effective_breadth,capital_exit_existing_v1,fddf6874d4e456c7,cb23b87492da7854,b403398f9e5ddb8c,,1,1,1,2,2,1,1,0,"{""dispatch"":{""contract"":null,""control"":null,""direction"":""effective_breadth"",""mode"":""isolated_pattern_observer"",""path"":""forward_pattern_isolated""},""fields"":{""entry_contract"":""strict_forward_asof_v1"",""entry_family"":""effective_breadth"",""entry_filter"":{""direction"":""effective_breadth"",""max_top1_notional_share"":0.5,""min_effective_breadth"":3},""entry_gate"":""broad_start"",""entry_match_mode"":""isolated_pattern_observer"",""no_historical_backfill"":true,""required_inputs"":[""effective_breadth"",""asof_snapshot""]}}","{""capital_exit_policy"":{},""capital_experiment"":true,""exit_family"":""capital_exit_existing_v1"",""hard_stop_return"":-0.2,""max_hold_minutes"":15.0,""take_profit"":[],""trailing_activate_return"":0.3,""trailing_drawdown"":0.15}","{""_execution"":{""additional_fee_usd_each_fill"":0.0,""buy_slippage_bps"":400,""min_pool_liquidity_usd"":1000.0,""sell_slippage_bps"":400},""execution_profile"":""dexscreener-market-paper/v2-before-after"",""notional_usd"":20.0}"
price_to_flow_fragility_v1,price_to_flow_fragility_v1,155,frozen_map,2026-09-06T15:29:28.508111Z,active_with_buy,distinct,bfeb7b90c827724b,1,432895dd4eb0f0b5,1,forward_pattern_isolated,price_to_flow_fragility,capital_exit_existing_v1,38a2fbd6948384cb,6a8803fe29b8c642,b403398f9e5ddb8c,,4,4,4,14,14,10,10,0,"{""dispatch"":{""contract"":null,""control"":null,""direction"":""price_to_flow_fragility"",""mode"":""isolated_pattern_observer"",""path"":""forward_pattern_isolated""},""fields"":{""entry_contract"":""strict_forward_asof_v1"",""entry_family"":""price_to_flow_fragility"",""entry_filter"":{""capital_exit_kind"":""price_to_flow_fragility"",""direction"":""price_to_flow_fragility""},""entry_gate"":""broad_start"",""entry_match_mode"":""isolated_pattern_observer"",""no_historical_backfill"":true,""required_inputs"":[""price_to_flow_fragility"",""asof_snapshot""]}}","{""capital_exit_kind"":""price_to_flow_fragility"",""capital_exit_policy"":{""maximum_breadth_change_ratio"":-0.25,""maximum_depth_change_ratio"":-0.1,""maximum_frame_age_seconds"":15.0,""maximum_net_quote_flow_usd"":0.0,""minimum_price_change_ratio"":0.3,""minimum_top3_buy_notional_share"":0.7,""version"":""price-to-flow-fragility/v1""},""capital_experiment"":true,""exit_family"":""capital_exit_existing_v1"",""hard_stop_return"":-0.2,""max_hold_minutes"":15.0,""take_profit"":[],""trailing_activate_return"":0.3,""trailing_drawdown"":0.15}","{""_execution"":{""additional_fee_usd_each_fill"":0.0,""buy_slippage_bps"":400,""min_pool_liquidity_usd"":1000.0,""sell_slippage_bps"":400},""execution_profile"":""dexscreener-market-paper/v2-before-after"",""notional_usd"":20.0}"
churn_resistant_v1,churn_resistant_v1,156,frozen_map,2026-09-06T15:29:28.508111Z,active_with_buy,different_entry_same_exit,0bcdb6a4ab6083e5,1,86e5ec98c4329b86,1,forward_pattern_isolated,churn_resistant,capital_exit_existing_v1,4f3f1b4f67b73b54,cb23b87492da7854,b403398f9e5ddb8c,,4,4,4,32,32,28,28,0,"{""dispatch"":{""contract"":null,""control"":null,""direction"":""churn_resistant"",""mode"":""isolated_pattern_observer"",""path"":""forward_pattern_isolated""},""fields"":{""entry_contract"":""strict_forward_asof_v1"",""entry_family"":""churn_resistant"",""entry_filter"":{""direction"":""churn_resistant"",""max_dust_notional_share"":0.1,""min_median_trade_notional_usd"":1},""entry_gate"":""broad_start"",""entry_match_mode"":""isolated_pattern_observer"",""no_historical_backfill"":true,""required_inputs"":[""churn_resistant"",""asof_snapshot""]}}","{""capital_exit_policy"":{},""capital_experiment"":true,""exit_family"":""capital_exit_existing_v1"",""hard_stop_return"":-0.2,""max_hold_minutes"":15.0,""take_profit"":[],""trailing_activate_return"":0.3,""trailing_drawdown"":0.15}","{""_execution"":{""additional_fee_usd_each_fill"":0.0,""buy_slippage_bps"":400,""min_pool_liquidity_usd"":1000.0,""sell_slippage_bps"":400},""execution_profile"":""dexscreener-market-paper/v2-before-after"",""notional_usd"":20.0}"
creator_early_holder_distribution_v1,creator_early_holder_distribution_v1,157,frozen_map,2026-09-06T15:29:28.508111Z,active_with_buy,distinct,a6598ec2d56b00bd,1,8a786dc121f0c2c5,1,forward_pattern_isolated,creator_early_holder_distribution,capital_exit_existing_v1,e9d418a1a562891d,1c34601bf69ee7c7,b403398f9e5ddb8c,,4,4,4,14,14,10,10,0,"{""dispatch"":{""contract"":null,""control"":null,""direction"":""creator_early_holder_distribution"",""mode"":""isolated_pattern_observer"",""path"":""forward_pattern_isolated""},""fields"":{""entry_contract"":""strict_forward_asof_v1"",""entry_family"":""creator_early_holder_distribution"",""entry_filter"":{""capital_exit_kind"":""creator_early_holder_distribution"",""direction"":""creator_early_holder_distribution""},""entry_gate"":""broad_start"",""entry_match_mode"":""isolated_pattern_observer"",""no_historical_backfill"":true,""required_inputs"":[""creator_early_holder_distribution"",""asof_snapshot""]}}","{""capital_exit_kind"":""creator_early_holder_distribution"",""capital_exit_policy"":{""maximum_breadth_change_ratio"":-0.2,""maximum_depth_change_ratio"":-0.1,""maximum_frame_age_seconds"":15.0,""maximum_net_quote_flow_usd"":0.0,""minimum_bad_frames"":2,""minimum_distribution_notional_usd"":100.0,""minimum_distribution_sell_share"":0.35,""version"":""creator-early-holder-distribution/v1""},""capital_experiment"":true,""exit_family"":""capital_exit_existing_v1"",""hard_stop_return"":-0.2,""max_hold_minutes"":15.0,""take_profit"":[],""trailing_activate_return"":0.3,""trailing_drawdown"":0.15}","{""_execution"":{""additional_fee_usd_each_fill"":0.0,""buy_slippage_bps"":400,""min_pool_liquidity_usd"":1000.0,""sell_slippage_bps"":400},""execution_profile"":""dexscreener-market-paper/v2-before-after"",""notional_usd"":20.0}"
bundle_adjusted_breadth_v1,bundle_adjusted_breadth_v1,158,frozen_map,2026-09-06T15:29:28.508111Z,active_with_buy,different_entry_same_exit,1ee7363926b6a28d,1,c3276485937e2cb5,1,forward_pattern_isolated,bundle_adjusted_breadth,capital_exit_existing_v1,fee2fd0af2fac0f7,cb23b87492da7854,b403398f9e5ddb8c,,3,3,3,28,28,25,25,0,"{""dispatch"":{""contract"":null,""control"":null,""direction"":""bundle_adjusted_breadth"",""mode"":""isolated_pattern_observer"",""path"":""forward_pattern_isolated""},""fields"":{""entry_contract"":""strict_forward_asof_v1"",""entry_family"":""bundle_adjusted_breadth"",""entry_filter"":{""direction"":""bundle_adjusted_breadth"",""min_adjusted_effective_breadth"":2},""entry_gate"":""broad_start"",""entry_match_mode"":""isolated_pattern_observer"",""no_historical_backfill"":true,""required_inputs"":[""bundle_adjusted_breadth"",""asof_snapshot""]}}","{""capital_exit_policy"":{},""capital_experiment"":true,""exit_family"":""capital_exit_existing_v1"",""hard_stop_return"":-0.2,""max_hold_minutes"":15.0,""take_profit"":[],""trailing_activate_return"":0.3,""trailing_drawdown"":0.15}","{""_execution"":{""additional_fee_usd_each_fill"":0.0,""buy_slippage_bps"":400,""min_pool_liquidity_usd"":1000.0,""sell_slippage_bps"":400},""execution_profile"":""dexscreener-market-paper/v2-before-after"",""notional_usd"":20.0}"
finite_capital_ranker_v1,finite_capital_ranker_v1,159,frozen_map,2026-09-06T15:29:28.508111Z,active_with_buy,different_entry_same_exit,3ddc855a1eb7c34e,1,e6953094bbdfc86f,1,forward_pattern_isolated,evidence_extension_l0,capital_exit_existing_v1,16ef47dd0cc72209,cb23b87492da7854,b403398f9e5ddb8c,,38,38,38,14323,14323,139,139,0,"{""dispatch"":{""contract"":null,""control"":null,""direction"":""quality_gate"",""mode"":""isolated_pattern_observer"",""path"":""forward_pattern_isolated""},""fields"":{""entry_contract"":""strict_forward_asof_v1"",""entry_family"":""evidence_extension_l0"",""entry_filter"":{""direction"":""quality_gate"",""max_age"":21600,""min_average_trade"":75,""min_buy_ratio"":0.55,""min_liquidity"":5000,""min_trades"":8,""min_volume"":1200},""entry_gate"":""broad_start"",""entry_match_mode"":""isolated_pattern_observer"",""entry_revision_kind"":""evidence_extension_l0"",""no_historical_backfill"":true,""replacement_input_contract"":""existing_same_pool_l0_no_new_api/v1"",""required_inputs"":[""post_deployment_same_pool_l0_history"",""price_liquidity_volume_aggregate_transactions""]}}","{""capital_exit_policy"":{},""capital_experiment"":true,""exit_family"":""capital_exit_existing_v1"",""hard_stop_return"":-0.2,""max_hold_minutes"":15.0,""take_profit"":[],""trailing_activate_return"":0.3,""trailing_drawdown"":0.15}","{""_execution"":{""additional_fee_usd_each_fill"":0.0,""buy_slippage_bps"":400,""min_pool_liquidity_usd"":1000.0,""sell_slippage_bps"":400},""execution_profile"":""dexscreener-market-paper/v2-before-after"",""notional_usd"":20.0}"
market_regime_throttle_v1,market_regime_throttle_v1,160,frozen_map,2026-09-06T15:29:28.508111Z,dormant_coverage_unknown,different_entry_same_exit,1185f3c7ecf0ebb2,1,ee0471cd8d753202,1,forward_pattern_isolated,evidence_extension_l0,capital_exit_existing_v1,8a347d937614c6dd,cb23b87492da7854,b403398f9e5ddb8c,,0,0,0,0,0,0,0,0,"{""dispatch"":{""contract"":null,""control"":null,""direction"":""reawakening"",""mode"":""isolated_pattern_observer"",""path"":""forward_pattern_isolated""},""fields"":{""entry_contract"":""strict_forward_asof_v1"",""entry_family"":""evidence_extension_l0"",""entry_filter"":{""direction"":""reawakening"",""min_age"":1800,""min_buy_ratio"":0.55,""min_frames"":4,""min_liquidity_retention"":0.85,""min_price_ratio"":1.08,""min_span"":30,""min_trades"":10,""min_volume"":1200,""quiet_max_trades"":3,""quiet_max_volume"":300},""entry_gate"":""broad_start"",""entry_match_mode"":""isolated_pattern_observer"",""entry_revision_kind"":""evidence_extension_l0"",""no_historical_backfill"":true,""replacement_input_contract"":""existing_same_pool_l0_no_new_api/v1"",""required_inputs"":[""post_deployment_same_pool_l0_history"",""price_liquidity_volume_aggregate_transactions""]}}","{""capital_exit_policy"":{},""capital_experiment"":true,""exit_family"":""capital_exit_existing_v1"",""hard_stop_return"":-0.2,""max_hold_minutes"":15.0,""take_profit"":[],""trailing_activate_return"":0.3,""trailing_drawdown"":0.15}","{""_execution"":{""additional_fee_usd_each_fill"":0.0,""buy_slippage_bps"":400,""min_pool_liquidity_usd"":1000.0,""sell_slippage_bps"":400},""execution_profile"":""dexscreener-market-paper/v2-before-after"",""notional_usd"":20.0}"
competing_risk_v1,competing_risk_v1,161,frozen_map,2026-09-06T15:29:28.508111Z,dormant_coverage_unknown,distinct,8a9d1404fbc99f4f,1,9d5a006204c5a748,1,forward_pattern_isolated,competing_risk,capital_exit_existing_v1,472d2fe51166ca09,32c83c22a1366863,b403398f9e5ddb8c,,0,0,0,0,0,0,0,0,"{""dispatch"":{""contract"":null,""control"":null,""direction"":""competing_risk"",""mode"":""isolated_pattern_observer"",""path"":""forward_pattern_isolated""},""fields"":{""entry_contract"":""strict_forward_asof_v1"",""entry_family"":""competing_risk"",""entry_filter"":{""direction"":""competing_risk"",""label_scope"":""observed_profit_writeoff_ordinary_loss"",""min_sealed_samples"":20},""entry_gate"":""broad_start"",""entry_match_mode"":""isolated_pattern_observer"",""no_historical_backfill"":true,""required_inputs"":[""competing_risk"",""asof_snapshot""]}}","{""capital_exit_policy"":{},""capital_experiment"":true,""capital_revision_kind"":""competing_risk_l0_confirmation"",""exit_family"":""capital_exit_existing_v1"",""hard_stop_return"":-0.2,""max_hold_minutes"":15.0,""take_profit"":[],""trailing_activate_return"":0.3,""trailing_drawdown"":0.15}","{""_execution"":{""additional_fee_usd_each_fill"":0.0,""buy_slippage_bps"":400,""min_pool_liquidity_usd"":1000.0,""sell_slippage_bps"":400},""execution_profile"":""dexscreener-market-paper/v2-before-after"",""notional_usd"":20.0}"
high_recall_exit_pipeline_v1,high_recall_exit_pipeline_v1,162,frozen_map,2026-09-06T15:29:28.508111Z,active_with_buy,distinct,88e024c68a503deb,1,a869a092628d0375,1,forward_pattern_isolated,high_recall_exit_pipeline,capital_exit_existing_v1,68f090cbc5a7ce6e,94d396b26d6ebb75,b403398f9e5ddb8c,,8,8,4,43,43,35,35,0,"{""dispatch"":{""contract"":null,""control"":null,""direction"":""high_recall_exit_pipeline"",""mode"":""isolated_pattern_observer"",""path"":""forward_pattern_isolated""},""fields"":{""entry_contract"":""strict_forward_asof_v1"",""entry_family"":""high_recall_exit_pipeline"",""entry_filter"":{""capital_exit_kind"":""high_recall_exit_pipeline"",""direction"":""high_recall_exit_pipeline""},""entry_gate"":""broad_start"",""entry_match_mode"":""isolated_pattern_observer"",""no_historical_backfill"":true,""required_inputs"":[""high_recall_exit_pipeline"",""asof_snapshot""]}}","{""capital_exit_kind"":""high_recall_exit_pipeline"",""capital_exit_policy"":{""harvest_economic_return"":0.12,""maximum_breadth_change_ratio"":-0.25,""maximum_depth_change_ratio"":-0.1,""maximum_frame_age_seconds"":15.0,""maximum_liquidity_change_ratio"":-0.15,""minimum_dead_wave_frames"":2,""minimum_effective_depth_ratio"":0.9,""minimum_net_quote_flow_usd"":0.0,""minimum_position_value_ratio"":1.0,""minimum_price_return"":0.0,""review_deadline_seconds"":120.0,""review_start_seconds"":60.0,""version"":""high-recall-earn-harvest-dead-wave-exit/v1""},""capital_experiment"":true,""exit_family"":""capital_exit_existing_v1"",""hard_stop_return"":-0.2,""max_hold_minutes"":240.0,""take_profit"":[],""trailing_activate_return"":1.0,""trailing_drawdown"":0.15}","{""_execution"":{""additional_fee_usd_each_fill"":0.0,""buy_slippage_bps"":400,""min_pool_liquidity_usd"":1000.0,""sell_slippage_bps"":400},""execution_profile"":""dexscreener-market-paper/v2-before-after"",""notional_usd"":20.0}"
